id_dieta,nome_dieta,descricao,objetivo,restricoes,alimentos_permitidos,alimentos_proibidos,calorias_diarias,macro_proteinas_g,macro_carboidratos_g,macro_gorduras_g,descricao_macro,duracao_dias,nivel_dificuldade
2756,Fugiat Blanditiis,Molestiae fugiat autem est quod soluta.,Explicabo placeat optio.,Sem alimentos industrializados,Porro nisi debitis natus magnam suscipit fuga repellat consequuntur harum facere.,Repellendus delectus voluptatum mollitia.,2476,193,291,51,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Moderado
2757,Rerum Reiciendis,Nobis quas quaerat iusto vel perferendis natus.,Ratione qui molestiae sunt numquam.,Sem laticínios,Nemo fuga perferendis amet exercitationem odio.,Accusantium quaerat tenetur deleniti deleniti enim fuga.,2010,200,296,46,"Baixo carboidrato, alta proteína e gordura",120,Moderado
2758,Fuga Occaecati,Recusandae repudiandae numquam iure qui doloremque praesentium fuga cum.,Veniam ipsa sequi.,Sem carnes,Consequuntur voluptatum eius dicta deserunt voluptas sapiente.,Optio dolores sed quo dolorem.,1814,151,332,148,Rica em proteínas e vegetais,45,Moderado
2759,Animi Occaecati,Dolore pariatur beatae repellendus animi ipsam sed debitis animi.,Quis nesciunt expedita.,Sem laticínios,Iure sit eos hic ullam placeat laboriosam ut exercitationem delectus.,Sed consequatur blanditiis accusamus placeat natus vitae voluptate a.,2453,144,154,136,Rica em proteínas e vegetais,45,Fácil
2760,Iure Placeat,Unde ad esse itaque eveniet quis commodi sed quaerat vitae incidunt voluptate delectus.,Ullam voluptatem ad quaerat.,Sem alimentos industrializados,Magni veniam vitae molestiae quasi architecto ea maiores ipsa ipsum.,Sequi architecto perferendis occaecati architecto architecto laudantium.,2753,89,297,124,"Alta gordura, baixa carb, moderada proteína",120,Difícil
2761,Non Temporibus,Aperiam dolore qui dolore magni aspernatur est.,Quisquam deserunt quo voluptates.,Sem alimentos processados,Illo nihil quibusdam et porro consequatur.,Architecto illum ea rem sequi saepe animi asperiores.,1655,83,244,128,Rica em proteínas e vegetais,30,Fácil
2762,Assumenda Est,Natus ipsa blanditiis nemo consequatur hic quaerat repellendus quibusdam repellat.,Assumenda et inventore harum.,Sem grãos e açúcares,Alias iste omnis deserunt excepturi impedit rem consequuntur non harum.,Molestias temporibus repudiandae officiis facilis consequatur.,2792,80,199,118,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Difícil
2763,Cum Qui,Minus ipsa odit reiciendis unde beatae porro quis accusamus dignissimos assumenda cum.,Dolorum cupiditate est animi.,Sem grãos e açúcares,Eius veniam pariatur modi deleniti porro provident.,Perferendis numquam quaerat magni praesentium dolore aperiam quasi.,2788,109,379,32,"Equilíbrio entre macros, rica em fibras",30,Difícil
2764,Molestiae Officiis,Tenetur nisi id expedita aperiam voluptatem quisquam dolore aspernatur quidem.,Perspiciatis in nobis.,Sem carnes,Eum reiciendis blanditiis reiciendis iure reprehenderit illo.,Temporibus omnis corrupti perspiciatis est illum blanditiis esse beatae.,2396,138,120,174,Rica em proteínas e vegetais,45,Moderado
2765,At Distinctio,Beatae nisi dignissimos odit quidem corrupti.,Beatae laboriosam quis voluptatem animi consequuntur.,Sem glúten,Nemo atque fugiat assumenda cupiditate ut deserunt doloribus illum animi.,Atque non sed a beatae modi reiciendis.,2042,155,381,53,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Fácil
2766,Cum Commodi,Aperiam illum iusto in voluptatem placeat reiciendis ipsam necessitatibus ipsa facilis.,Iure nulla culpa modi quis.,Sem glúten,Voluptas rerum laborum autem ad odio quae amet totam.,Possimus commodi quisquam similique alias nulla ex eum.,2551,89,285,86,"Baixo carboidrato, alta proteína e gordura",60,Difícil
2767,Ut Fuga,Nihil quidem quo perspiciatis suscipit consectetur expedita porro placeat sint eos.,Laboriosam voluptatibus perferendis quasi.,Sem alimentos processados,Quod accusantium eveniet velit delectus provident deleniti temporibus quia delectus.,Eos neque provident accusantium at porro id vitae facere.,1768,94,386,31,"Equilíbrio entre macros, sem alimentos processados",180,Moderado
2768,Similique Quidem,Facere aliquam hic quod illo quaerat id cumque quibusdam iure nihil laudantium nisi suscipit.,Ut suscipit nobis quasi quam.,Sem alimentos industrializados,Provident deserunt facilis nobis adipisci neque voluptatibus ipsum itaque error eaque.,Nisi explicabo quo molestias asperiores eligendi.,2240,174,215,31,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Difícil
2769,Perferendis Laboriosam,Quos ipsam id totam maiores facilis.,Similique autem atque dicta labore.,Baixo consumo de carboidratos,Maiores quibusdam occaecati voluptatem assumenda dignissimos minus ea temporibus quaerat.,Ab perspiciatis assumenda cum dolor similique saepe.,1905,117,296,131,Foco em carboidratos complexos,180,Fácil
2770,Dolor Natus,Beatae iusto voluptas voluptate magnam illum natus assumenda esse error nostrum.,Animi laboriosam libero corrupti neque.,Sem alimentos processados,Eaque sequi itaque sint excepturi voluptates reprehenderit architecto.,Quae facilis natus aut tempore voluptates eligendi.,2712,177,102,155,"Baixo carboidrato, alta proteína e gordura",90,Moderado
2771,Nihil Soluta,Itaque dolore culpa quidem minima minus.,Dolorem a sequi velit.,Sem alimentos industrializados,Voluptates occaecati eligendi saepe sapiente blanditiis voluptatem reiciendis possimus ipsa.,Magni consequatur corporis excepturi fuga fugiat nesciunt sit error.,2751,158,192,103,"Equilíbrio entre macros, sem alimentos processados",60,Moderado
2772,Saepe Enim,Esse voluptate totam molestias repellendus facilis magnam.,Exercitationem eaque harum pariatur repellendus.,Sem grãos e açúcares,Pariatur magnam nostrum earum a hic reiciendis voluptate.,Nesciunt odio adipisci quidem laboriosam tempora voluptate non esse.,2125,75,36,154,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Difícil
2773,Suscipit Tempora,Consequatur beatae eius aspernatur eligendi modi repellat magni sequi libero enim.,Perspiciatis pariatur assumenda occaecati suscipit excepturi.,Sem carnes,Aspernatur impedit quod vel dolores voluptatem officia modi quia incidunt.,Laborum distinctio quod porro rerum.,2928,86,250,160,"Alta gordura, baixa carb, moderada proteína",45,Difícil
2774,Error Consequuntur,Similique occaecati autem ab amet excepturi earum minima eveniet consequatur vero ex ratione.,Hic eius molestiae.,Sem grãos e açúcares,Ratione sunt nihil non esse eligendi nemo incidunt.,A itaque similique placeat voluptatibus id.,1747,81,370,76,"Equilíbrio entre macros, sem alimentos processados",120,Fácil
2775,Recusandae Harum,Sapiente delectus nostrum quaerat aperiam nesciunt possimus deserunt amet provident quod.,Quaerat ex numquam dolor incidunt beatae.,Sem alimentos industrializados,Nam occaecati quis illum ad sapiente doloremque dolore.,Placeat blanditiis quis neque quis enim.,1900,62,327,61,"Baixo carboidrato, alta proteína e gordura",30,Fácil
2776,Officia Officia,Beatae doloremque fuga nam eligendi molestiae quibusdam temporibus eveniet quas repudiandae.,Magni maxime quae mollitia quasi suscipit.,Sem alimentos industrializados,Ducimus impedit numquam voluptas esse cupiditate ipsa labore ea officia.,Quis consequatur quibusdam perferendis atque veniam velit eaque.,1964,60,135,95,"Alta ingestão de carboidratos e fibras, moderada proteína",90,Fácil
2777,Accusantium Nam,Maxime atque recusandae illum minima quis dolore eaque quas labore sit.,Repudiandae quia vel deserunt distinctio eligendi perspiciatis.,Sem alimentos industrializados,Eveniet atque assumenda necessitatibus iste.,Error iusto velit cumque sapiente consequatur sapiente unde doloribus.,2485,119,179,84,"Equilíbrio entre macros, sem alimentos processados",45,Fácil
2778,Perspiciatis Sit,Iusto perferendis ullam iste deserunt corrupti.,Soluta facere voluptates similique tenetur.,Sem glúten,Omnis iste nobis soluta incidunt reprehenderit.,Reprehenderit optio nemo dolorem velit.,2582,153,87,170,"Baixo carboidrato, alta proteína e gordura",180,Difícil
2779,Adipisci Dolore,Reiciendis officiis eaque cumque vel provident perspiciatis.,Dolor illo eveniet necessitatibus sapiente.,Baixo consumo de carboidratos,Optio mollitia natus corrupti dolore corporis provident.,Sapiente eos vel praesentium assumenda repellat iure aliquid.,2116,54,283,54,"Baixo carboidrato, alta proteína e gordura",45,Moderado
2780,Veniam Repellat,Quasi totam beatae voluptates illum ut.,Nesciunt incidunt id soluta expedita.,Baixo consumo de carboidratos,Eum molestiae quo harum possimus nisi laboriosam.,Nihil nesciunt asperiores incidunt rem tempora.,2488,129,295,85,"Baixo carboidrato, alta proteína e gordura",30,Difícil
2781,Inventore Possimus,Maxime magni ad cupiditate quod eos ipsum praesentium sapiente sint minus nulla tempore.,Laudantium cupiditate omnis.,Baixo consumo de carboidratos,Culpa dolorem iste dolorem quam voluptas.,Harum vitae quae culpa consectetur labore neque error ex.,2354,164,197,78,"Equilíbrio entre macros, sem alimentos processados",45,Difícil
2782,Exercitationem Quo,Occaecati doloribus sed veniam odio natus tempore iure fuga facere fugit dolore id.,Veniam doloribus molestias voluptates quas dolores.,Sem carnes,Cumque officiis ab impedit eos repellat consequuntur architecto corrupti.,Inventore itaque quidem perferendis ad officia aut.,2175,99,160,170,Rica em proteínas e vegetais,180,Moderado
2783,Aliquid Facere,Voluptatibus aspernatur magni laudantium aut exercitationem autem maiores amet eos cumque architecto.,Animi natus a at voluptatum.,Sem grãos e açúcares,Porro quo numquam sunt nemo esse rerum consectetur consequuntur.,Mollitia pariatur culpa veniam tempore voluptas id non.,2518,159,59,127,"Baixo carboidrato, alta proteína e gordura",120,Moderado
2784,Corporis Fugiat,Asperiores velit autem recusandae accusantium laboriosam officia dolorum officiis odio vel necessitatibus.,Maiores ad nulla delectus.,Sem glúten,Atque exercitationem qui est repellat possimus rem.,Explicabo fuga reprehenderit consectetur et debitis.,2815,74,44,129,"Baixo carboidrato, alta proteína e gordura",180,Difícil
2785,Iure Exercitationem,Exercitationem facere culpa eius pariatur numquam tenetur architecto hic.,Necessitatibus expedita sequi porro.,Sem alimentos industrializados,Natus eligendi accusantium a vitae dicta voluptas placeat autem.,A voluptatem dolorum asperiores accusamus ad voluptatibus deleniti doloremque ipsum.,1939,188,151,100,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Fácil
2786,Quas Tenetur,Ullam iure odit temporibus quae delectus voluptatum cum quidem.,Magni commodi temporibus eum dolorem magnam.,Baixo consumo de carboidratos,Facere mollitia excepturi autem cumque assumenda.,Rem non voluptatem beatae itaque laboriosam.,2247,111,372,165,"Equilíbrio entre macros, rica em fibras",90,Fácil
2787,Libero Voluptatibus,Ab eaque vero saepe iste sint.,Eaque odio totam neque debitis.,Sem carnes,Odit reprehenderit ipsam reprehenderit minima est deserunt.,Fuga commodi culpa dicta error cupiditate magnam.,2725,171,313,39,"Baixo carboidrato, alta proteína e gordura",60,Difícil
2788,Hic Eaque,Incidunt magnam eligendi totam voluptatum doloribus.,Unde nemo molestias minima beatae tempore.,Baixo consumo de carboidratos,Magni porro recusandae sed odio numquam.,Nihil tenetur nobis dolorum corporis delectus.,2819,168,165,77,"Baixo carboidrato, alta proteína e gordura",180,Moderado
2789,Natus Totam,Ullam quisquam excepturi minima natus soluta officiis.,Assumenda beatae eos.,Sem grãos e açúcares,Molestias minima nostrum ipsam autem.,Quisquam dolore placeat consectetur dolorem.,2909,101,123,88,Rica em proteínas e vegetais,30,Difícil
2790,Quas Pariatur,Asperiores quia fugiat amet alias alias delectus.,Labore rerum rerum libero soluta neque.,Sem alimentos industrializados,Repellat nisi aperiam quasi delectus delectus.,Odio asperiores sunt corporis non omnis.,1985,138,256,55,"Alta gordura, baixa carb, moderada proteína",60,Moderado
2791,Iste Corrupti,Vitae hic reiciendis doloremque cum sapiente repellat consequatur.,Voluptatibus voluptates earum voluptas odit ad.,Sem carnes,Voluptates doloremque delectus corporis dicta.,Rerum distinctio ipsa cupiditate assumenda.,2767,135,134,63,"Baixo carboidrato, alta proteína e gordura",45,Difícil
2792,Possimus Quaerat,Maxime ipsam ut rerum perferendis architecto.,Fugit velit in provident.,Sem carnes,Maxime vero harum corrupti debitis tempore architecto in maxime.,Earum temporibus alias natus minus occaecati enim exercitationem possimus sunt.,1684,165,301,89,"Equilíbrio entre macros, rica em fibras",180,Moderado
2793,Sunt Nemo,Modi ab illo placeat eveniet at dignissimos laboriosam id reprehenderit at.,Aliquid temporibus voluptates doloribus tenetur eligendi.,Sem alimentos processados,Ex debitis aliquam quidem sit fuga perspiciatis tempore.,Cum ducimus nisi deserunt accusantium non officia sapiente odit quisquam.,2519,144,231,87,"Baixo carboidrato, alta proteína e gordura",30,Moderado
2794,Quasi At,Repellendus itaque possimus praesentium tenetur quam recusandae placeat placeat.,Totam eligendi eius explicabo.,Sem alimentos industrializados,Atque dolore perferendis cum dicta.,Harum explicabo eius labore deleniti quae vitae fugiat magni ipsam iste.,2085,159,143,122,Foco em carboidratos complexos,30,Fácil
2795,Ipsa Odit,Praesentium sit consequuntur temporibus facilis suscipit consectetur.,Soluta nemo soluta.,Sem grãos e açúcares,Sequi voluptate accusantium ullam rerum unde.,Deleniti dicta quae nisi rem voluptas recusandae quos.,2528,72,249,31,"Equilíbrio entre macros, sem alimentos processados",45,Moderado
2796,Quae Libero,Quaerat sapiente rerum rem hic dolores at nam consequatur.,Porro delectus consectetur.,Baixo consumo de carboidratos,Id aliquid natus quae optio quidem magnam consectetur.,Aspernatur quis labore quod veritatis repellat.,2626,175,272,118,"Alta gordura, baixa carb, moderada proteína",30,Fácil
2797,Consequatur Tempore,Veritatis deleniti natus numquam quis laborum amet voluptas distinctio veritatis odio.,Deserunt soluta vel labore enim.,Sem laticínios,Veritatis cum consequuntur pariatur excepturi et eos.,Dolores cupiditate nostrum placeat nobis delectus omnis eum.,2182,126,200,171,"Alta gordura, baixa carb, moderada proteína",120,Fácil
2798,Veniam Beatae,Placeat mollitia distinctio corrupti porro cumque nulla.,Occaecati doloribus maxime excepturi iusto explicabo.,Baixo consumo de carboidratos,Animi repellendus non quisquam architecto consectetur hic.,Ipsum nisi numquam excepturi culpa ullam eos eaque quibusdam neque.,2502,147,274,99,"Baixo carboidrato, alta proteína e gordura",180,Difícil
2799,Magni Esse,Neque doloribus quam optio alias expedita suscipit repellat ex.,Sit reiciendis eum tenetur.,Sem carnes,Illum natus sunt voluptatibus voluptatem.,Numquam reiciendis ullam repellendus ipsa.,2426,178,59,83,"Baixo carboidrato, alta proteína e gordura",45,Difícil
2800,Eaque Animi,Vero quo numquam perspiciatis perspiciatis ipsa odit sapiente.,Facilis est dolore.,Baixo consumo de carboidratos,Maiores sequi nam corrupti itaque nemo fuga repudiandae neque modi.,Mollitia corporis inventore tenetur nostrum saepe quaerat voluptates.,1859,72,125,81,"Baixo carboidrato, alta proteína e gordura",45,Moderado
2801,Eum Ut,Possimus minima amet aspernatur quos et cupiditate exercitationem eum cum recusandae velit.,Facilis necessitatibus blanditiis.,Sem grãos e açúcares,Minus exercitationem expedita beatae mollitia dignissimos.,Excepturi dolore ducimus ad culpa alias nihil possimus praesentium.,2171,89,168,151,Foco em carboidratos complexos,90,Fácil
2802,Occaecati Suscipit,Eveniet illum sequi soluta laudantium unde sit non error accusantium vero.,Laudantium consequuntur cupiditate.,Sem glúten,Tempora dignissimos similique suscipit occaecati.,Ea in saepe ipsum.,2164,61,181,82,Foco em carboidratos complexos,45,Moderado
2803,Unde Libero,Dolores unde debitis tenetur atque ducimus.,Modi voluptas sint ad dolores.,Sem laticínios,Nemo reiciendis ab quod modi eos numquam consequatur totam cumque aliquid.,Debitis nihil aliquid accusamus numquam rem qui perferendis.,2736,196,52,101,"Equilíbrio entre macros, rica em fibras",30,Difícil
2804,Nam A,Non deserunt eaque quae libero saepe nulla praesentium.,Incidunt dignissimos ducimus explicabo dolor.,Sem alimentos processados,Ab molestiae sit nam nesciunt reprehenderit.,Repellat dicta est soluta aperiam numquam facere fuga.,2832,182,137,39,"Baixo carboidrato, alta proteína e gordura",120,Moderado
2805,Exercitationem Dolore,Consectetur minus eligendi totam eius quaerat voluptates eum ipsam accusamus.,Temporibus illum quibusdam repellat odio.,Sem alimentos industrializados,Molestiae maiores illum nihil eius facilis modi.,Doloribus rerum deserunt ea velit totam ut vero.,2297,180,151,159,Rica em proteínas e vegetais,30,Moderado
2806,Fugiat Ipsa,Error labore velit quasi itaque ratione.,Iure officiis deleniti libero dolores.,Sem glúten,Nemo itaque natus dolorem doloremque.,Ratione aut doloribus quae alias voluptates a nesciunt atque accusantium atque.,2112,177,302,45,Foco em carboidratos complexos,180,Moderado
2807,Nesciunt Ex,Aliquid beatae consequuntur architecto quas suscipit necessitatibus numquam ab quo veritatis possimus.,Magnam assumenda laborum quibusdam nihil.,Sem carnes,Quisquam veritatis error consequuntur accusamus.,Quod excepturi est sint quibusdam possimus.,2335,123,151,147,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Moderado
2808,Velit Ipsum,Ea laborum similique dolore autem libero quod accusamus illum.,Fugit pariatur minima eos.,Sem alimentos processados,Voluptatibus nihil rem veniam voluptatibus.,Explicabo deleniti dignissimos similique necessitatibus ipsam facilis illo atque.,2423,55,32,113,"Alta gordura, baixa carb, moderada proteína",90,Moderado
2809,Eum Soluta,Magni aperiam est inventore quia voluptatem eum animi ea.,Pariatur iste saepe voluptatum.,Sem alimentos industrializados,Ex corporis quisquam consequatur nesciunt.,Eum quia reprehenderit nisi illo sint dicta ea voluptas.,1833,147,310,172,"Equilíbrio entre macros, rica em fibras",60,Difícil
2810,Doloremque Ratione,Qui saepe cumque commodi sed tempore.,Recusandae illo perspiciatis modi.,Sem carnes,At sequi sapiente quibusdam ad minima eos.,Doloremque quibusdam soluta explicabo veniam aut.,2657,184,85,152,Rica em proteínas e vegetais,30,Difícil
2811,Est Distinctio,Voluptates velit rem necessitatibus veniam nihil quaerat perferendis nulla ducimus exercitationem totam.,Assumenda possimus voluptates vero harum.,Sem grãos e açúcares,Delectus explicabo facilis consectetur neque.,Labore provident vero optio quia.,1857,73,39,84,"Alta gordura, baixa carb, moderada proteína",60,Difícil
2812,Deserunt Labore,Id molestias eum mollitia cum natus harum omnis.,Dolores veritatis cum.,Baixo consumo de carboidratos,Neque eligendi porro incidunt impedit occaecati iste.,Debitis ducimus incidunt ullam adipisci.,2253,84,243,96,Foco em carboidratos complexos,60,Fácil
2813,Numquam Placeat,Est numquam voluptates nam iure porro laboriosam molestiae eaque voluptate soluta.,Autem a perferendis nam.,Sem glúten,Quibusdam dolore occaecati facilis fuga tempora dicta ab officia.,Doloremque ipsa inventore sed numquam totam iste rerum.,1988,142,38,75,Foco em carboidratos complexos,90,Difícil
2814,Pariatur Occaecati,Facere maiores quis repellendus deserunt tempora optio sunt ut delectus ut.,Quisquam quo vel.,Sem alimentos industrializados,Eligendi adipisci ab sed autem autem nulla maxime inventore.,Et dicta ex fuga quos illum pariatur voluptatem magni ab.,1863,134,54,138,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Difícil
2815,Tempore Voluptatum,Placeat temporibus harum optio tenetur debitis et adipisci consectetur.,Molestias fugiat officiis minus.,Baixo consumo de carboidratos,Dolores at officia ut enim.,Itaque perferendis aspernatur sapiente deserunt eaque voluptatum quos quod.,2299,197,217,74,"Alta ingestão de carboidratos e fibras, moderada proteína",45,Difícil
2816,Tempora Est,Repudiandae eos totam dicta temporibus necessitatibus temporibus consequuntur ea quidem.,Pariatur cupiditate id aliquid voluptates.,Sem alimentos processados,Illo culpa repellendus incidunt delectus corrupti repellat.,Soluta inventore accusamus quia sint laudantium ea eaque.,2736,60,133,84,"Baixo carboidrato, alta proteína e gordura",60,Moderado
2817,Incidunt Deserunt,Minima dicta vitae voluptates eaque tempore quo quam reprehenderit.,Ipsum vitae temporibus sapiente amet.,Sem alimentos processados,Nemo occaecati sequi sunt.,Dolorum cupiditate ducimus dolorem illo maxime esse.,2806,139,103,85,"Alta gordura, baixa carb, moderada proteína",120,Moderado
2818,At Porro,Saepe iure est iure alias itaque dicta fugiat.,Ea dolores deleniti pariatur.,Sem carnes,Totam laudantium atque molestiae asperiores aperiam suscipit.,Odio dolorum harum officiis adipisci harum cupiditate.,2174,200,323,118,Foco em carboidratos complexos,90,Difícil
2819,Voluptatibus Beatae,Nesciunt veritatis neque est enim tempora reiciendis accusamus non.,Iure quo dolorem iste.,Sem grãos e açúcares,Aspernatur temporibus nobis saepe nihil ab perspiciatis ratione suscipit iste quibusdam.,Accusamus adipisci porro doloribus quis soluta saepe.,1524,86,348,164,"Equilíbrio entre macros, rica em fibras",90,Difícil
2820,Consequatur Voluptas,Illo labore dicta assumenda assumenda rem dicta numquam maiores possimus reprehenderit.,Ex non quidem suscipit fugiat.,Baixo consumo de carboidratos,Eos quisquam quos dicta modi quisquam aliquid.,Facere corrupti nostrum accusantium quidem.,2760,169,155,142,"Equilíbrio entre macros, sem alimentos processados",180,Difícil
2821,Molestiae Repudiandae,Et repellendus fugit aliquid sequi sed adipisci sit debitis mollitia labore.,Dolore praesentium odio reiciendis rerum.,Sem glúten,Deserunt vero ut sapiente nulla iure ab.,Fugiat nobis quos odio veniam magnam nemo nulla.,2737,140,66,108,"Baixo carboidrato, alta proteína e gordura",60,Difícil
2822,Saepe Consequatur,Pariatur veniam doloremque quaerat blanditiis in doloribus quam dolore sit deleniti est accusamus.,Deserunt nam molestias suscipit.,Sem laticínios,Voluptatibus fugit tempore explicabo id deserunt praesentium.,Iste maiores quidem quidem explicabo dolor aspernatur maiores corporis dolorem.,2852,118,188,34,"Alta gordura, baixa carb, moderada proteína",30,Moderado
2823,Ex Officia,Nam necessitatibus ipsa blanditiis animi omnis quia illo.,Rem expedita ex magnam ipsa dolorum.,Sem glúten,Excepturi saepe explicabo voluptatum nihil in voluptates delectus repellendus quam.,Maxime quasi similique earum expedita vitae fuga ab.,2663,54,376,101,"Equilíbrio entre macros, rica em fibras",60,Moderado
2824,Nulla Occaecati,Enim nesciunt iure eius recusandae incidunt ipsa quia sunt optio.,Asperiores ex omnis molestiae.,Sem alimentos industrializados,Repellat molestias modi fuga explicabo commodi.,Odio ut libero suscipit dolore nihil rem.,2393,133,311,67,Rica em proteínas e vegetais,120,Fácil
2825,Quia Iusto,Ab reprehenderit consequatur porro consequuntur laboriosam quod harum iure sit recusandae similique.,Esse vel enim rerum provident corporis.,Sem glúten,Autem blanditiis maiores praesentium repudiandae neque consectetur accusamus nihil at.,Enim atque inventore maxime sapiente libero quos fugiat error.,2440,72,159,89,"Equilíbrio entre macros, rica em fibras",90,Moderado
2826,Soluta Quos,Reprehenderit magnam ipsum omnis inventore quisquam officiis.,Alias optio quaerat.,Sem glúten,Aspernatur aliquid quia magnam libero vero at expedita dicta.,Beatae doloribus error expedita unde praesentium.,1965,160,124,69,"Equilíbrio entre macros, rica em fibras",45,Moderado
2827,Asperiores Nam,Animi dolorum repellat quisquam iste nostrum aliquam ipsam doloremque delectus at.,Occaecati quisquam suscipit vitae recusandae.,Sem laticínios,Saepe suscipit sequi numquam nihil illo dolor nesciunt.,Dicta placeat fugit nihil officiis placeat cupiditate autem molestias excepturi.,1968,159,38,114,"Baixo carboidrato, alta proteína e gordura",180,Moderado
2828,Sit Rem,Debitis soluta harum inventore laborum tempore voluptatem molestiae rem eum est.,Nesciunt et praesentium.,Sem alimentos processados,Eos similique cum repellendus ea possimus provident ratione.,Assumenda fugiat accusamus at natus ex a tempore.,2032,70,159,31,"Equilíbrio entre macros, sem alimentos processados",90,Fácil
2829,Distinctio Tenetur,Nam quisquam tenetur cum est veniam.,Cupiditate deserunt dolore.,Baixo consumo de carboidratos,Reiciendis ut nobis dicta iste cum.,In veritatis nesciunt pariatur dolor eum voluptatem culpa.,1645,149,182,99,"Baixo carboidrato, alta proteína e gordura",30,Moderado
2830,Fugiat Animi,Mollitia natus voluptatum illo labore nisi blanditiis aliquam dolor quos.,Earum vel exercitationem nesciunt.,Baixo consumo de carboidratos,Non architecto animi reiciendis recusandae ipsum.,Velit perspiciatis voluptatem molestias laboriosam illum doloremque nihil.,2881,134,383,75,"Baixo carboidrato, alta proteína e gordura",180,Difícil
2831,Asperiores Nam,Exercitationem adipisci ipsam asperiores quidem ipsum sint dolorum odio sed.,Consequuntur nam quae sunt.,Sem glúten,Id eaque laboriosam deleniti quibusdam nihil sed illo eius.,Inventore explicabo aperiam deserunt id odit.,2013,192,236,38,"Alta gordura, baixa carb, moderada proteína",180,Fácil
2832,Possimus Dolorem,Ratione aspernatur voluptatibus necessitatibus modi repellendus molestias quas tempora omnis facilis recusandae.,Rem porro perspiciatis cum minima.,Sem alimentos processados,Explicabo et soluta ipsa dolore nobis necessitatibus velit provident.,Porro accusamus illum nulla fugit.,2276,166,289,125,Foco em carboidratos complexos,90,Fácil
2833,Molestiae Iusto,Alias numquam aspernatur quis rem neque repudiandae facere voluptas.,Iure provident perspiciatis illo provident architecto.,Sem alimentos processados,Dignissimos dicta esse perferendis laboriosam voluptatibus.,Recusandae ratione voluptate tempore.,2598,193,210,53,"Equilíbrio entre macros, sem alimentos processados",60,Difícil
2834,Eveniet Eveniet,Rem a earum dolores velit natus.,Adipisci facilis temporibus.,Sem carnes,Earum voluptas dolorum delectus temporibus voluptates.,Sit quo sunt mollitia debitis asperiores alias placeat maiores culpa commodi.,1883,197,178,97,"Alta ingestão de carboidratos e fibras, moderada proteína",180,Fácil
2835,Sapiente Minus,Repudiandae animi quam facere ut dolor pariatur iste qui aliquam.,Minus saepe quam.,Sem carnes,Quis necessitatibus officia dignissimos consectetur dolorem.,Distinctio accusantium earum provident est ut molestiae aspernatur sint dolorum.,2130,174,23,107,"Equilíbrio entre macros, sem alimentos processados",45,Fácil
2836,Quo Non,Deserunt molestias suscipit cum sequi adipisci quaerat culpa esse.,Vero eum dignissimos.,Sem carnes,Quod corrupti cum libero similique sunt impedit.,Sequi dicta eius neque magnam.,1611,139,289,177,"Baixo carboidrato, alta proteína e gordura",90,Fácil
2837,Ad Perferendis,Sapiente adipisci distinctio omnis dolor veritatis occaecati quae sit atque.,Autem ad facere recusandae porro.,Sem grãos e açúcares,Numquam ut odio eveniet cupiditate amet autem assumenda corporis.,Aut officia quod perferendis nisi error sunt.,1624,110,338,159,Foco em carboidratos complexos,120,Moderado
2838,Illum Reiciendis,Optio voluptatum sunt rerum exercitationem recusandae praesentium fugiat quia dignissimos quam.,Laborum modi consectetur maxime sed provident.,Sem grãos e açúcares,Aut doloribus sapiente voluptate quo sed qui non ipsum.,Accusamus esse facilis recusandae placeat accusantium reiciendis sunt mollitia nemo labore.,2550,94,163,62,"Baixo carboidrato, alta proteína e gordura",180,Difícil
2839,Quos Esse,Porro quae debitis dolore voluptates aspernatur officiis temporibus blanditiis praesentium.,Nesciunt veniam adipisci fugit doloremque magni.,Sem alimentos processados,Facilis animi temporibus nobis atque cum porro.,Odio omnis ad eum accusantium quod.,2045,67,34,158,Foco em carboidratos complexos,60,Moderado
2840,Sequi Quisquam,Mollitia qui ab deleniti exercitationem voluptate ab suscipit laborum neque fugit explicabo cumque.,Vel odit nulla similique iure ullam.,Sem carnes,Eligendi error eum sunt.,Delectus quia doloribus corrupti exercitationem debitis quibusdam repellat ipsam.,2242,198,236,148,Rica em proteínas e vegetais,45,Moderado
2841,Voluptatem Maiores,Aliquam consequuntur odit debitis officia at deleniti.,Quaerat exercitationem quidem.,Sem glúten,Eius quis ea esse ipsa nulla dolore.,Ipsa alias iure veniam adipisci consectetur.,2388,191,220,177,"Equilíbrio entre macros, sem alimentos processados",90,Difícil
2842,Atque Consectetur,Ad hic beatae sit necessitatibus nulla.,Fuga alias sed omnis.,Sem grãos e açúcares,Fugiat quisquam inventore cupiditate itaque.,Ab voluptatum magnam corporis repellat minima culpa.,1816,152,44,78,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Moderado
2843,Eaque Culpa,Perferendis ad qui ipsam unde in.,Sapiente ducimus voluptates.,Sem glúten,Nulla excepturi eos quaerat sunt.,Illum itaque iure at corrupti totam aut temporibus numquam ad.,1521,194,358,119,Rica em proteínas e vegetais,30,Fácil
