id,data_coleta,localizacao,tipo_ambiente,temperatura,umidade,ph_agua,nivel_poluição,tipo_poluento,descricao_vegetacao,fauna_observada,solos_caracteristica,descricao_impacto,responsavel_coleta,observacoes
2615,2025-05-02,"""-18.3087, -69.3325""",solo,23.3,80,,Moderado,Metais pesados,Vitae culpa quo aliquid soluta ea.,Minima deleniti quasi dolor illo.,"""Rochoso, baixa permeabilidade""",Reiciendis officiis eaque consequuntur quo libero commodi.,Leandro Costa,Debitis ipsa quod blanditiis quod.
2616,2024-12-20,"""-6.3894, -47.2574""",solo,31.8,85,,Moderado,Plástico,Magnam consequatur ab.,Dolores nostrum.,"""Orgânico, rico em nutrientes""",Sint dolore excepturi libero.,Sra. Emanuella Peixoto,Corporis error illo quas dolorem molestiae.
2617,2025-03-04,"""3.1599, -53.7741""",água,25.2,43,6.5,Baixo,,Quasi nihil magnam ducimus nulla dolores.,Tempora doloremque modi.,"""Rochoso, baixa permeabilidade""",Ut suscipit at.,Emilly Silveira,Minus explicabo in consectetur error facere nemo nesciunt.
2618,2025-09-02,"""-15.1413, -53.1826""",solo,27.8,53,,Crítico,Pesticidas,Minima deleniti accusamus.,Ad quam reprehenderit consequuntur autem.,"""Arenoso, pouco fértil""",Pariatur deserunt sequi.,Dra. Larissa Câmara,Amet soluta explicabo magni nostrum nesciunt laborum.
2619,2025-02-23,"""-3.7497, -68.5654""",solo,15.0,88,,Alto,Pesticidas,Perferendis vel sequi in dolore.,Nobis quibusdam quam.,"""Orgânico, rico em nutrientes""",Voluptates sapiente libero quae.,Dr. Otto Costela,Ad est neque harum provident et.
2620,2025-05-04,"""-19.271, -66.5673""",ar,29.2,58,,Baixo,,Culpa asperiores autem architecto.,Aperiam eius.,"""Orgânico, rico em nutrientes""",Sunt eveniet ad sunt.,Davi Luiz Montenegro,Tenetur quibusdam voluptas aspernatur molestias veniam sapiente.
2621,2025-03-08,"""-26.6168, -35.629""",solo,15.3,84,,Crítico,Químicos industriais,Laborum deleniti ipsum exercitationem.,Repellendus amet ipsam neque.,"""Arenoso, pouco fértil""",Fugiat ratione doloremque atque voluptate praesentium.,Daniela Fonseca,Itaque consectetur nostrum delectus quasi rem.
2622,2025-05-16,"""-27.8129, -70.289""",ar,21.9,47,,Moderado,Plástico,Itaque accusamus necessitatibus beatae numquam sunt.,Impedit deleniti eaque quibusdam repudiandae.,"""Arenoso, pouco fértil""",Laboriosam accusantium placeat nihil praesentium.,Sr. Gustavo Marques,Consequatur impedit fugit quas provident voluptatem cumque.
2623,2025-02-13,"""-26.3817, -69.9371""",ar,21.8,63,,Baixo,,Nobis quo sint ea odit dignissimos.,Sed dolore eum hic.,"""Argiloso, boa drenagem""",Libero tempora distinctio adipisci maiores.,Dra. Hellena Cirino,Dolorem deleniti sunt commodi numquam aperiam.
2624,2025-06-10,"""-10.8393, -51.3534""",ar,34.1,45,,Moderado,Pesticidas,Officia voluptatum amet eum corporis incidunt.,Qui error nostrum aliquid.,"""Argiloso, boa drenagem""",Accusamus ducimus iste molestias.,Srta. Raquel Aragão,Accusamus assumenda doloremque quos expedita error consequuntur.
2625,2025-09-15,"""-32.1636, -60.6751""",ar,21.6,50,,Moderado,Pesticidas,Cumque accusantium nihil consectetur similique a.,Dicta unde ut.,"""Rochoso, baixa permeabilidade""",Quos soluta molestiae molestias ipsa laboriosam et.,Maria Isis Fonseca,Ut odit nobis fuga saepe officiis harum.
2626,2025-02-22,"""-27.4188, -44.7705""",solo,23.5,65,,Crítico,Radioatividade,Laudantium temporibus illo sed.,Asperiores quae nesciunt modi.,"""Orgânico, rico em nutrientes""",Deleniti optio perferendis dignissimos.,Dr. Ravi Araújo,Ea commodi sit occaecati qui vel.
2627,2024-11-24,"""-28.8496, -45.0173""",água,28.3,71,6.3,Moderado,Esgoto,Sed dolorum dolores aliquam atque eligendi.,Impedit accusamus quasi.,"""Argiloso, boa drenagem""",Adipisci explicabo modi ut consequuntur.,Felipe Caldeira,Optio accusantium doloribus repellat maiores neque dignissimos ipsa maxime.
2628,2025-09-24,"""-11.7451, -46.6348""",solo,28.4,49,,Moderado,Pesticidas,Nobis eaque est doloribus esse.,Ut maiores.,"""Argiloso, boa drenagem""",A quae exercitationem cum corporis delectus.,Paulo Campos,Quaerat voluptatibus expedita quidem dolores corrupti.
2629,2025-03-21,"""-2.9222, -53.5574""",solo,19.8,52,,Moderado,Plástico,Eos sint a incidunt sint.,Architecto eligendi ea.,"""Argiloso, boa drenagem""",Dolor libero corporis.,Luiz Fernando Cirino,Incidunt architecto iure facilis fugiat non tempore illo.
2630,2024-12-21,"""-21.3088, -67.39""",água,15.2,59,8.3,Moderado,Metais pesados,Repellendus explicabo cumque.,Consequatur vero quod nulla qui.,"""Argiloso, boa drenagem""",Adipisci itaque laudantium.,Francisco Sales,Cumque dicta et reprehenderit commodi ex numquam odio explicabo.
2631,2025-08-16,"""-17.286, -68.0807""",água,27.4,64,7.9,Alto,Pesticidas,Animi mollitia accusamus sit accusantium.,Esse excepturi ad deserunt nesciunt.,"""Arenoso, pouco fértil""",Quos dolorem quasi fugiat similique.,Thiago Marques,Nulla sapiente dolor numquam.
2632,2024-12-24,"""-29.3094, -44.5077""",água,18.2,76,7.6,Crítico,Esgoto,A molestias eos sint.,Expedita possimus harum.,"""Argiloso, boa drenagem""",Repudiandae porro ea facere.,Otto Pereira,Ducimus minima quod suscipit fugit sed autem.
2633,2025-03-29,"""1.9264, -62.1992""",solo,32.8,46,,Moderado,Metais pesados,Voluptatum laboriosam nihil.,Quas error vel doloribus quaerat.,"""Argiloso, boa drenagem""",Quas suscipit rem unde velit et quo.,Sr. Vitor Gabriel Rios,Fugiat numquam quaerat minima.
2634,2025-01-06,"""-1.9631, -35.2019""",água,16.5,84,7.9,Moderado,Plástico,Sunt reprehenderit possimus sint dolore iusto.,Pariatur odit voluptas natus.,"""Argiloso, boa drenagem""",Reiciendis sed delectus itaque autem occaecati iusto.,Josué Teixeira,Dolor doloribus similique architecto ex nisi delectus quas voluptate.
2635,2025-04-09,"""4.7405, -34.1875""",água,34.4,58,8.3,Alto,Pesticidas,Consequuntur dolorem dolore impedit adipisci cupiditate.,Voluptas quos doloremque dicta.,"""Rochoso, baixa permeabilidade""",Ipsum beatae non ex consequuntur porro.,Marcos Vinicius da Costa,Sint dolorum tenetur ratione praesentium.
2636,2024-10-16,"""-14.5271, -70.0631""",solo,31.4,80,,Crítico,Pesticidas,Neque ad error ut molestias.,Quos consequatur voluptatem.,"""Argiloso, boa drenagem""",Veniam sed non eligendi qui in dicta.,Maria Liz Viana,Itaque voluptatum corrupti temporibus labore dolorum blanditiis.
2637,2024-11-16,"""-5.3338, -57.1541""",solo,21.8,64,,Baixo,,Cum sint alias reiciendis.,Ea enim incidunt deleniti odit.,"""Argiloso, boa drenagem""",Ex natus nobis fugiat.,João Felipe Nogueira,Voluptatibus asperiores enim atque tenetur ducimus eos.
2638,2025-02-21,"""-28.1727, -51.4564""",ar,19.9,40,,Alto,Plástico,Consectetur excepturi maxime labore non consequatur.,Quo aut molestias.,"""Rochoso, baixa permeabilidade""",Sequi facilis ipsum sint.,Mirella Albuquerque,Blanditiis in laudantium dolore voluptatibus exercitationem fugiat molestias.
2639,2024-10-24,"""-27.0363, -67.3766""",ar,29.5,87,,Alto,Metais pesados,Voluptates provident eaque iste.,Accusamus dolore harum inventore ratione.,"""Arenoso, pouco fértil""",Distinctio a ullam officiis laborum.,Luiz Otávio Câmara,Tempore quis iure sunt ab iste accusamus laborum excepturi.
2640,2024-10-20,"""-12.2394, -69.6317""",água,25.4,85,7.5,Baixo,,Nobis nesciunt voluptatem magnam inventore.,Vitae odio nesciunt ipsa.,"""Arenoso, pouco fértil""",Debitis aliquam mollitia eveniet quo perspiciatis.,Benício Souza,Velit labore sit vero doloremque officia illum neque.
2641,2025-06-28,"""-18.8738, -53.6329""",água,32.0,81,8.3,Moderado,Esgoto,Dolore deleniti dolor.,Fugiat provident aliquid quae incidunt.,"""Arenoso, pouco fértil""",Minima quasi impedit amet ea occaecati.,Heloisa Rodrigues,Minima ex modi maxime illo voluptas animi qui.
2642,2025-01-27,"""-24.3933, -68.5052""",água,32.8,48,7.9,Moderado,Esgoto,Illo est doloremque suscipit molestias fuga.,Placeat voluptates dolores voluptas.,"""Argiloso, boa drenagem""",Reprehenderit odit ipsa odit nulla.,Gustavo das Neves,Dignissimos quo aliquam rem accusamus dolor.
2643,2024-12-31,"""-28.2571, -48.8827""",solo,29.6,87,,Baixo,,Ipsum placeat quibusdam aperiam.,Esse omnis.,"""Rochoso, baixa permeabilidade""",Qui iste placeat doloremque.,Sophie Araújo,Dicta quo nostrum veniam dignissimos eveniet nobis sequi.
2644,2025-02-28,"""-27.4365, -55.7567""",água,33.8,73,6.1,Baixo,,Modi aliquid doloremque.,Eum tempore quia eligendi.,"""Arenoso, pouco fértil""",Reiciendis quibusdam deleniti maiores totam necessitatibus recusandae.,Davi Porto,Cumque voluptatem harum et esse error magni reiciendis.
2645,2025-05-26,"""-29.6274, -61.9207""",água,23.1,43,6.6,Alto,Químicos industriais,Atque rem laboriosam iste.,Dolores voluptates vero.,"""Rochoso, baixa permeabilidade""",Maiores velit nulla ipsa expedita optio est.,Henrique Peixoto,Voluptates ipsa consectetur sapiente.
2646,2025-07-27,"""-13.4644, -55.8785""",ar,32.4,44,,Baixo,,Optio a asperiores.,Quasi optio.,"""Arenoso, pouco fértil""",Consequatur voluptatibus deserunt totam cumque.,Sr. Luiz Fernando da Rosa,Ab officiis quisquam delectus doloremque repellendus odit nostrum.
2647,2025-01-17,"""-15.3556, -53.9184""",água,30.7,59,6.8,Baixo,,Commodi temporibus aspernatur porro voluptatibus veniam.,Cum accusantium.,"""Orgânico, rico em nutrientes""",Modi nihil enim animi eveniet.,Olivia da Conceição,Eveniet fugiat accusamus blanditiis libero architecto debitis quos neque.
2648,2025-07-13,"""-23.8078, -35.8324""",água,17.3,87,7.3,Crítico,Químicos industriais,Magni illum itaque.,Minus eum minus.,"""Rochoso, baixa permeabilidade""",Tempora voluptatem perferendis aliquid nisi quia.,Diego Araújo,Ipsa vel odio facilis.
2649,2024-11-14,"""-32.8123, -49.074""",ar,25.7,50,,Moderado,Metais pesados,Repellat veritatis aliquam nostrum modi.,Necessitatibus animi optio aliquid.,"""Argiloso, boa drenagem""",Voluptatum ducimus recusandae praesentium vel.,Ísis Rocha,Nostrum qui dolorum reprehenderit voluptatibus in sint.
2650,2025-08-27,"""-5.8414, -45.5876""",solo,19.2,88,,Crítico,Pesticidas,Illo porro cupiditate.,Quo repellendus.,"""Arenoso, pouco fértil""",Repudiandae quos molestiae iure cum blanditiis nobis.,Luiz Gustavo Cirino,Quasi repellat porro illum sequi.
2651,2024-11-12,"""-3.6403, -56.3062""",solo,27.2,60,,Moderado,Plástico,Ex expedita occaecati.,Maiores ipsa fugiat quibusdam deserunt.,"""Orgânico, rico em nutrientes""",Quo laboriosam rerum in unde provident.,Dr. Davi Luiz Nunes,Neque distinctio alias officia dolore sunt.
2652,2024-12-28,"""-4.7972, -67.8664""",água,24.9,73,7.5,Moderado,Pesticidas,Soluta velit nam magnam.,Animi optio quidem illum.,"""Arenoso, pouco fértil""",Consequatur dicta sunt ipsa impedit suscipit.,João Felipe Garcia,Eligendi vero a repellat at harum nostrum veritatis praesentium.
2653,2025-03-15,"""-14.7183, -58.7341""",água,22.3,71,7.8,Crítico,Esgoto,Commodi dolor praesentium laudantium.,Quo labore fugiat.,"""Arenoso, pouco fértil""",Debitis doloribus assumenda aspernatur recusandae natus.,Sr. Danilo Nascimento,Et rem aliquam deserunt quod laboriosam natus.
2654,2025-07-04,"""-11.3202, -52.9687""",solo,23.5,50,,Alto,Esgoto,Voluptatem dolorem cupiditate sed eaque corrupti.,Quibusdam cumque rerum.,"""Arenoso, pouco fértil""",Ab maiores facere.,Liam Pinto,Officiis beatae quam nisi nesciunt ipsum.
2655,2025-03-27,"""-16.121, -36.5402""",solo,33.9,88,,Crítico,Radioatividade,Vero quasi animi nulla aliquid eaque.,Accusantium nulla ducimus.,"""Orgânico, rico em nutrientes""",Totam iste nemo repudiandae nostrum non iste rerum.,Gustavo Henrique Mendes,Velit ad vel excepturi porro accusamus tenetur alias.
2656,2024-11-20,"""-31.6634, -35.2376""",ar,27.2,81,,Alto,Esgoto,Nesciunt saepe officia possimus.,Dolorum quia eos cum.,"""Arenoso, pouco fértil""",Ad quam repudiandae excepturi.,Marina Monteiro,Maxime doloremque occaecati quam qui.
2657,2025-07-11,"""-12.1568, -64.9788""",água,30.7,52,7.7,Baixo,,Quia quae cum libero mollitia.,Delectus necessitatibus temporibus.,"""Argiloso, boa drenagem""",Quam beatae ut perferendis cum ab facilis.,Sr. João Pastor,Esse facilis est earum neque dignissimos architecto.
2658,2024-12-24,"""-4.8956, -49.1168""",ar,34.7,52,,Moderado,Metais pesados,Temporibus consequatur iste asperiores aliquid.,Quae molestias eius.,"""Orgânico, rico em nutrientes""",Dolores ducimus hic laborum atque.,Dr. Caio Machado,Possimus neque iusto dolorem.
2659,2025-09-10,"""-31.1594, -34.0856""",solo,20.5,68,,Baixo,,Expedita voluptatum enim eaque.,Molestiae molestiae.,"""Orgânico, rico em nutrientes""",Velit sequi ipsa reprehenderit cumque.,Théo Marques,Tenetur tenetur id expedita magnam.
2660,2025-07-08,"""-4.7007, -35.6064""",ar,21.4,48,,Moderado,Pesticidas,Animi repudiandae hic.,Aut dolorem est iste.,"""Arenoso, pouco fértil""",Ipsam labore enim.,Sr. Ravi Lucca Vieira,Dolorum illo delectus dolores ad iure odit.
2661,2025-08-26,"""-20.4084, -51.0888""",solo,34.5,53,,Moderado,Plástico,Ratione neque tempore assumenda.,Accusantium perspiciatis.,"""Rochoso, baixa permeabilidade""",Ea optio culpa nulla possimus adipisci dolor.,Benício Ferreira,Et fugit beatae veniam voluptatem nostrum.
2662,2025-02-10,"""-21.7167, -66.877""",solo,33.9,82,,Alto,Químicos industriais,Impedit labore dolorum odio voluptate.,Quasi ea cupiditate odio.,"""Argiloso, boa drenagem""",Ab voluptates dolorem magnam.,Allana Cunha,Doloremque libero voluptates assumenda hic mollitia ipsa dolore excepturi.
2663,2025-05-24,"""4.4172, -40.1632""",água,31.9,66,6.1,Baixo,,Sint maxime dolore officia enim placeat.,Earum iure.,"""Orgânico, rico em nutrientes""",Aliquam inventore fugiat qui odit dicta.,Vitor Hugo Andrade,Accusamus quo ipsum esse alias molestiae.
2664,2025-06-01,"""-15.1857, -57.195""",água,34.8,86,6.0,Crítico,Pesticidas,Ea dolore necessitatibus.,Natus alias asperiores.,"""Argiloso, boa drenagem""",Nemo blanditiis fugiat totam voluptatem voluptates.,Dr. Miguel da Luz,Ipsum fugiat ullam nihil asperiores fugiat.
2665,2025-05-02,"""1.0022, -48.887""",água,15.6,83,6.1,Alto,Metais pesados,Atque eaque praesentium sint neque.,Cupiditate earum magnam laborum nesciunt.,"""Argiloso, boa drenagem""",Rerum eveniet debitis suscipit.,Sra. Fernanda Ramos,Neque rerum recusandae itaque ratione.
2666,2025-06-22,"""3.2773, -36.8394""",solo,17.3,43,,Moderado,Metais pesados,Delectus dolorem quae quas dicta praesentium.,Molestiae est accusantium.,"""Arenoso, pouco fértil""",Cumque doloribus laboriosam eius soluta laborum veritatis.,Maria Aparecida,Esse quibusdam consectetur quibusdam optio natus nemo.
2667,2025-05-08,"""-25.7631, -54.925""",ar,18.3,47,,Baixo,,Fugiat debitis labore.,Quisquam saepe voluptas.,"""Orgânico, rico em nutrientes""",Minus nemo veritatis.,Agatha Sá,Quae quia veritatis laborum excepturi totam repellat dolorum.
2668,2025-07-05,"""-18.9083, -70.1421""",água,19.3,90,8.4,Moderado,Esgoto,Quas possimus perspiciatis iusto eius.,Aliquam nulla voluptates nisi.,"""Argiloso, boa drenagem""",Ea veritatis id ullam facilis modi animi.,Vitória Martins,Eligendi delectus placeat ipsam debitis.
2669,2025-10-11,"""-1.9137, -51.066""",água,20.7,73,7.1,Baixo,,Corrupti id reiciendis qui reiciendis.,Reiciendis doloremque velit occaecati.,"""Argiloso, boa drenagem""",Vitae magnam debitis.,Dra. Gabriela Sampaio,Minima impedit consequatur illo harum praesentium quisquam.
2670,2025-02-04,"""0.446, -65.5921""",ar,31.4,74,,Crítico,Esgoto,Corporis consectetur nam adipisci.,Dolor quas nisi.,"""Rochoso, baixa permeabilidade""",Pariatur alias nisi placeat amet.,Yuri Lopes,Consectetur possimus repudiandae porro exercitationem maiores cum itaque.
2671,2024-12-03,"""-25.7105, -48.0718""",água,17.8,79,7.7,Crítico,Metais pesados,Deleniti similique tenetur.,Facilis pariatur tenetur.,"""Rochoso, baixa permeabilidade""",Illo est ullam vel itaque.,Apollo Abreu,Molestias laboriosam dicta placeat voluptatibus repellendus possimus.
2672,2025-04-20,"""1.7515, -62.1415""",ar,32.5,54,,Crítico,Esgoto,Aut animi aliquid eius voluptate.,Reprehenderit animi repudiandae rerum.,"""Argiloso, boa drenagem""",Expedita veniam harum delectus officiis odio vero ducimus.,Sara Cassiano,Provident debitis aut aliquid illo facilis nihil.
2673,2025-09-03,"""0.3269, -46.6101""",solo,15.8,74,,Baixo,,Provident velit tempore repellat aliquam.,Dicta sint eligendi aliquam odit.,"""Orgânico, rico em nutrientes""",At officiis laudantium consequatur sequi repudiandae nulla.,Gustavo Henrique Rocha,Harum suscipit neque modi nostrum sit.
2674,2024-12-15,"""-21.2941, -72.5088""",solo,28.0,63,,Baixo,,Iusto tempore similique.,Soluta architecto quia.,"""Argiloso, boa drenagem""",Dolores beatae cumque qui cum.,José Pedro Abreu,Minima atque quaerat quis dolore asperiores.
2675,2024-11-10,"""-5.085, -59.693""",água,23.8,80,6.1,Alto,Esgoto,Tempore neque molestiae.,Quaerat veritatis eaque veritatis nobis.,"""Orgânico, rico em nutrientes""",Dicta tenetur dolorum.,Dra. Hadassa Carvalho,Explicabo dolorum enim praesentium aut qui.
2676,2025-10-09,"""-27.5266, -56.384""",solo,32.6,56,,Crítico,Metais pesados,Temporibus sunt vero enim.,Omnis ex quas aperiam molestias.,"""Arenoso, pouco fértil""",Corrupti non sed cumque odit.,Clarice da Mata,Alias ullam odio doloribus voluptates repellat quibusdam a.
2677,2025-09-13,"""-7.3492, -63.5376""",água,23.1,71,6.8,Moderado,Pesticidas,Eos quibusdam doloremque sed vero.,Cupiditate ipsum assumenda.,"""Argiloso, boa drenagem""",Perspiciatis accusantium numquam.,Yasmin Pires,Accusantium asperiores itaque vero natus ipsum omnis fugit.
2678,2025-02-10,"""-6.9374, -52.3449""",ar,25.9,44,,Crítico,Químicos industriais,Corporis culpa harum est.,Impedit necessitatibus quisquam delectus.,"""Argiloso, boa drenagem""",Mollitia omnis nemo magni similique perspiciatis.,Pedro Lucas Novais,Natus impedit neque explicabo numquam explicabo.
2679,2024-12-25,"""-9.0069, -34.0764""",ar,15.6,85,,Alto,Químicos industriais,Nam dicta modi exercitationem.,Nisi sapiente quia assumenda vel.,"""Argiloso, boa drenagem""",Explicabo omnis dicta itaque qui sint aliquam.,Rafael Siqueira,Minus fuga incidunt incidunt deleniti blanditiis nesciunt.
2680,2025-10-05,"""3.9659, -51.0382""",ar,28.4,41,,Moderado,Esgoto,Nesciunt saepe blanditiis ea quis saepe.,Adipisci earum.,"""Argiloso, boa drenagem""",Suscipit deserunt voluptatibus occaecati.,José Ribeiro,Esse dolores esse ut laborum temporibus magni neque ratione.
2681,2024-11-20,"""-9.7591, -52.0896""",água,23.4,59,6.3,Alto,Metais pesados,Magni iste cupiditate eaque eaque.,Vero qui nobis debitis delectus.,"""Orgânico, rico em nutrientes""",Voluptatum sed tempore sed velit.,Sabrina Sales,Asperiores excepturi dolorem in consequatur ipsum nostrum enim.
2682,2024-12-21,"""-30.8918, -59.8501""",ar,32.8,64,,Moderado,Pesticidas,Laboriosam blanditiis sint neque.,Dolores ut ea consequatur.,"""Rochoso, baixa permeabilidade""",Enim in sapiente.,Isabela Gomes,Labore quo ipsam facilis omnis et occaecati dolor quam.
2683,2025-05-04,"""-3.799, -67.7186""",solo,23.1,66,,Baixo,,Optio repudiandae delectus animi placeat amet.,In laudantium dolore.,"""Rochoso, baixa permeabilidade""",Quas ex reiciendis ipsa.,Sr. Pedro Mendes,Placeat doloremque ullam molestias distinctio officiis.
2684,2025-05-27,"""3.8027, -48.0979""",solo,32.5,64,,Alto,Químicos industriais,Occaecati facilis nostrum sed.,Vero fugit qui at.,"""Rochoso, baixa permeabilidade""",Veritatis ipsam tempore harum impedit adipisci.,Mirella Ramos,Modi quia accusamus quam.
2685,2025-09-29,"""-24.8287, -34.4228""",ar,33.3,66,,Baixo,,Fuga dicta officiis at odio.,Saepe ab.,"""Rochoso, baixa permeabilidade""",Labore sunt sint blanditiis id et.,Bruno Almeida,Ratione mollitia aliquid eos assumenda molestias nam veniam.
2686,2025-07-31,"""2.6076, -35.7573""",água,19.2,66,8.3,Crítico,Radioatividade,Quos aliquid sunt sed sequi expedita.,Placeat iusto inventore.,"""Arenoso, pouco fértil""",Eum quam soluta excepturi provident.,Vitor Gabriel Sampaio,Maxime exercitationem in tenetur asperiores minus omnis nostrum.
2687,2025-04-02,"""-25.7208, -68.4823""",ar,32.4,52,,Crítico,Metais pesados,Placeat sequi amet eius.,Molestiae ea.,"""Rochoso, baixa permeabilidade""",Laudantium minus ab dignissimos deleniti.,Théo da Rocha,Ratione odio quas quia.
2688,2025-01-04,"""-5.1726, -66.5465""",água,27.9,40,7.6,Crítico,Pesticidas,Suscipit quibusdam aperiam.,Sapiente blanditiis.,"""Orgânico, rico em nutrientes""",Praesentium soluta maiores omnis sit dolor.,Sr. Apollo Silveira,Libero autem quisquam officiis in labore quos dignissimos.
2689,2025-03-15,"""-26.5601, -62.8666""",solo,25.1,67,,Alto,Pesticidas,Suscipit rem laboriosam ipsam veniam ex.,Deleniti reiciendis modi occaecati.,"""Orgânico, rico em nutrientes""",Aliquid ipsa perferendis alias.,Luiz Miguel Ramos,Repudiandae qui aut culpa at.
2690,2025-07-12,"""-32.228, -59.57""",água,18.1,49,6.9,Alto,Plástico,Saepe temporibus cum cupiditate illum.,Possimus velit ipsum.,"""Orgânico, rico em nutrientes""",Magni iusto animi quod laboriosam qui.,Joana Silva,Unde rerum fuga eveniet ipsam porro est.
2691,2025-02-25,"""-24.9408, -42.4825""",ar,17.0,52,,Alto,Pesticidas,Incidunt velit praesentium fugiat deleniti nam.,Vel eius magnam tempora.,"""Arenoso, pouco fértil""",Soluta nihil quam officiis.,Liz Gomes,Tempora reprehenderit dolore eaque occaecati odio aut doloribus dolorum.
2692,2025-08-30,"""-2.2072, -64.8603""",água,32.3,53,7.9,Crítico,Radioatividade,Explicabo maiores cum.,Corporis at maiores.,"""Rochoso, baixa permeabilidade""",Eveniet ea dignissimos officiis id.,Letícia Vasconcelos,Fuga cumque accusantium autem similique.
2693,2024-11-14,"""-30.7315, -67.2646""",solo,23.3,58,,Alto,Pesticidas,Laborum culpa natus culpa vel quae.,Exercitationem consequuntur dicta asperiores.,"""Argiloso, boa drenagem""",Eveniet voluptatum culpa mollitia fuga dolorem ullam eligendi.,Dr. Lucca Cunha,Ipsum minus molestiae veniam.
2694,2024-12-13,"""2.9531, -72.7316""",ar,28.0,73,,Alto,Esgoto,Corrupti ratione recusandae optio incidunt molestias.,Officia officia architecto expedita minus.,"""Arenoso, pouco fértil""",Soluta delectus vitae.,Sra. Bella Rodrigues,Quas odit a id eveniet culpa iure eaque.
2695,2024-10-25,"""-23.305, -36.8392""",solo,16.6,40,,Crítico,Pesticidas,Quia et perferendis placeat nobis.,Cumque perspiciatis consectetur similique.,"""Rochoso, baixa permeabilidade""",Officiis deserunt quaerat cupiditate nihil error.,Sr. Luiz Felipe Cassiano,Id modi culpa hic nemo architecto.
2696,2025-10-08,"""-19.5955, -70.893""",água,24.3,60,6.8,Moderado,Plástico,Corrupti corporis ab minus.,In cum quas occaecati beatae.,"""Orgânico, rico em nutrientes""",Quidem eveniet veritatis minima ducimus.,Antônio Mendes,Eius beatae eius iste eum a quod.
2697,2024-11-12,"""-23.6038, -53.3382""",ar,26.0,79,,Moderado,Metais pesados,Distinctio quod eveniet repellat corporis iusto.,Esse laboriosam.,"""Rochoso, baixa permeabilidade""",Placeat voluptas cum.,Caio Camargo,Porro optio sit dolor reprehenderit adipisci.
2698,2025-03-29,"""-10.8797, -50.1123""",solo,22.6,71,,Crítico,Químicos industriais,Laborum omnis alias.,Nulla facilis architecto.,"""Orgânico, rico em nutrientes""",Aut nesciunt optio quae suscipit qui deleniti.,Clarice Gonçalves,Corrupti culpa nisi aliquid.
2699,2025-04-22,"""2.4581, -64.0759""",ar,29.6,55,,Crítico,Pesticidas,Autem dolorum tempora praesentium.,Dolor porro sequi et.,"""Rochoso, baixa permeabilidade""",Repellendus sint aspernatur esse unde explicabo.,Lucas Gabriel Carvalho,Aliquam in officiis repudiandae blanditiis iure totam.
2700,2024-12-01,"""-22.539, -53.0528""",solo,32.4,69,,Baixo,,Vel illum id debitis ex praesentium.,Reprehenderit a.,"""Argiloso, boa drenagem""",Vero assumenda pariatur ipsa cupiditate.,João Guilherme Cassiano,Placeat molestias totam harum.
2701,2024-10-25,"""3.3746, -59.7195""",solo,30.0,78,,Moderado,Esgoto,Nulla perferendis nesciunt.,Quisquam voluptatibus recusandae.,"""Rochoso, baixa permeabilidade""",Mollitia libero aspernatur repellendus alias facilis.,Lorenzo Guerra,Quas perferendis facilis perferendis aspernatur perspiciatis consectetur iste eaque.
2702,2025-09-01,"""-27.8541, -44.4258""",água,26.1,80,6.0,Baixo,,Sed eius est.,Quaerat dolore laborum.,"""Argiloso, boa drenagem""",Numquam voluptatem magnam quisquam facilis perferendis magni.,Manuela Monteiro,Cumque asperiores quod non placeat voluptatum.
2703,2024-11-17,"""-14.8897, -34.6001""",água,21.0,61,6.1,Crítico,Químicos industriais,Id voluptas minus neque nihil.,Necessitatibus hic.,"""Arenoso, pouco fértil""",Modi ipsam ratione numquam.,Lara Pacheco,Magni architecto possimus culpa nam quis adipisci.
2704,2024-11-12,"""0.1305, -38.0916""",ar,20.9,67,,Crítico,Pesticidas,Quasi nostrum repellendus.,Quae libero.,"""Arenoso, pouco fértil""",Harum dignissimos alias.,João Guilherme Fernandes,Quo atque asperiores doloribus porro repellendus ipsum dolorum consectetur.
2705,2025-04-05,"""-9.2319, -45.7816""",ar,21.3,72,,Baixo,,Dicta sit quas suscipit.,Quas exercitationem necessitatibus ab.,"""Orgânico, rico em nutrientes""",Minima odio perspiciatis voluptate eaque.,Dra. Natália Abreu,Culpa alias provident officiis fugit eligendi error minus.
2706,2025-04-23,"""-13.6334, -70.8524""",solo,27.5,48,,Moderado,Esgoto,Est dolor soluta ea molestiae facilis.,Iure animi ut iste.,"""Arenoso, pouco fértil""",Ullam vitae dolores qui harum rerum.,Maria Isis da Costa,Quidem pariatur perferendis similique ducimus laboriosam et.
2707,2025-03-29,"""-2.7988, -62.983""",ar,18.5,59,,Crítico,Pesticidas,Provident inventore autem quam.,Facere architecto necessitatibus eaque.,"""Rochoso, baixa permeabilidade""",Accusamus consequuntur dolores ex perferendis error doloremque quo.,Valentim da Conceição,Et tenetur ex corrupti soluta.
2708,2025-06-08,"""-7.5828, -56.912""",solo,22.2,71,,Moderado,Pesticidas,Soluta totam aliquid molestiae soluta ea.,Incidunt dignissimos aperiam odit.,"""Arenoso, pouco fértil""",Totam minima qui expedita eveniet eveniet.,Raul Brito,Nemo praesentium placeat dignissimos.
